STATIONSKENNUNG,STATIONSNAME,STATIONS_ID,MaxvonGERAETETYP_NAME,MinvonVON_DATUM,GEOGR_BREITE,GEOGR_LAENGE,STATIONSHOEHE,Niederschlag 1 Min,Schnee manuell,Wind 10 Min,Temperatur und Feuchte 2 m 10 Min,Sonne 10 Min,Erdbodentemperaturen Standard 10 Min,HEADING_BUFR1,HEADING_BUFR2,HEADING_BUFR3,HEADING_BUFR4,HEADING_BUFR5,HEADING_BUFR6,HEADING_BUFR7
A002,Helgoland-Düne,2100,MODES III W,08-Nov-18,54.185992,7.911932,4.1,,,1,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
A051,Weesby,3217,MODES III N,01-Aug-06,54.837286,9.148066,22.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A112,Wrixum/Föhr,5732,MODES III N,01-Jul-05,54.692781,8.527128,8.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A138,Bordelum,791,AMDA III / N,01-Jan-06,54.632756,8.936989,8.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A159,Eggebek,1130,MODES III N,01-Jul-09,54.628230,9.364924,17.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A160,Flensburg (Schäferhaus),1379,AMDA III / W,01-Jun-06,54.773652,9.375236,41.0,,,3,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
A173,Satrup,4405,AMDA III / N,01-Mar-06,54.685407,9.626100,35.0,4,4,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A191,Wagersrott,4896,AMDA III / S,01-Jul-05,54.665383,9.805022,40.0,2,2,,2,,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
A201,Hallig Hooge,1963,MODES III W,01-Aug-06,54.574167,8.513315,4.0,,,5,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
A216,Strucklahnungshörn,4919,MODES III W,01-Aug-06,54.496485,8.806926,7.0,,,3,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
A226,Hattstedt,7298,MODES III S,01-Jul-05,54.526755,9.042461,5.0,2,2,,2,2,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
A345,Groß Wittensee,1813,AMDA III / N,01-Jan-07,54.403194,9.765426,15.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A351,Erfde,1266,MODES III S,01-Jun-04,54.299212,9.316185,18.0,2,2,,2,,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
A397,Großenbrode,1827,MODES III N,01-Jan-07,54.372582,11.082818,2.5,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A411,Krempel,2734,AMDA III / N,01-Jan-06,54.323706,9.024660,1.5,4,4,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A443,Ostenfeld (Rendsburg),6105,MODES III S,01-May-04,54.319385,9.805120,14.0,5,5,,5,5,5,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
A473,Köhn,4666,MODES III N,01-Jun-05,54.344412,10.458082,40.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A480,Putlos,5877,AMDA III / W,09-Jul-09,54.315980,10.800223,5.0,,,1,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
A481,Hohwacht,2306,MODES III S,01-Aug-05,54.319391,10.673193,8.0,3,3,,3,,3,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
A505,Büsum,788,AMDA III / W,26-Oct-07,54.119305,8.858369,3.0,,,3,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
A536,Haale,5057,MODES III N,01-Aug-05,54.169524,9.555852,26.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A653,Padenstedt (Pony-Park),7427,AMDA III / S,01-Sep-07,54.018844,9.925507,16.5,1,1,,1,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
A699,Travemünde,5078,AMDA III / W,23-Aug-07,53.961947,10.889158,2.3,,,1,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
A752,Weddelbrook,13687,AMDA III / N,01-Nov-07,53.900473,9.830793,18.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A762,Wittenborn,5280,MODES III S,01-Mar-07,53.922412,10.226738,35.0,3,3,,3,,3,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
A791,"Schwartau,Bad -Groß Parin",4602,MODES III N,01-Dec-08,53.938481,10.698267,26.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A940,Sprenge,5058,MODES III N,01-Dec-05,53.689270,10.365697,55.0,4,4,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
A981,Grambek,1736,MODES III S,01-Jul-02,53.573115,10.679686,27.0,3,3,,3,,3,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
B006,Hiddensee-Vitte,2201,MODES III S,01-Aug-05,54.574957,13.104393,1.0,5,5,,5,,,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B040,Darßer Ort (SWN),6097,AMDA III / W,25-Sep-07,54.473768,12.501388,4.0,,,1,,,,ISMD71 AMDW,ISID71 AMDW,ISND71 AMDW,ISXD71 AMDW,ISAD71 AMDW,ISHD71 AMDW,ISGD71 AMDW
B085,Sagard,4352,MODES III N,01-Sep-07,54.515958,13.531288,5.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B158,Steinhagen-Negast,6199,MODES III S,01-Oct-04,54.248388,13.041849,16.0,4,4,,4,,4,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B203,Bastorf-Kägsdorf (SWN),6101,AMDA III / W,25-Sep-07,54.132339,11.671890,51.0,,,1,,,,ISMD71 AMDW,ISID71 AMDW,ISND71 AMDW,ISXD71 AMDW,ISAD71 AMDW,ISHD71 AMDW,ISGD71 AMDW
B258,Tribsees,5097,MODES III S,01-Jan-05,54.066058,12.767516,10.0,4,4,,4,4,4,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B308,Kirchdorf/Poel,2578,MODES III S,01-Jul-04,53.999513,11.434142,12.0,2,2,,2,,,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B320,Gersdorf,2749,MODES III N,01-Aug-04,54.080548,11.742490,52.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B334,Groß Lüsewitz,1803,MODES III S,01-Sep-04,54.071372,12.323780,34.0,3,3,3,3,,,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
B365,Süderholz-Neuendorf,3965,MODES III N,01-Dec-07,54.103401,13.153310,5.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B382,Karlshagen,6310,MODES III S,01-Aug-04,54.104896,13.823906,1.0,2,2,,2,2,,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B471,Schmarsow,15003,MODES III N,01-May-11,53.875349,13.210137,20.0,4,4,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B482,Groß Kiesow-Schlagtow,2518,AMDA III / N,01-Nov-05,54.011742,13.499925,34.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B488,Anklam,167,AMDA III / S,01-Sep-04,53.841190,13.684647,9.0,1,1,,1,1,1,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B508,Carlow,839,AMDA III / N,01-Jan-11,53.757539,10.928833,27.0,1,,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B511,Grevesmühlen,1769,AMDA III / N,01-Oct-04,53.831221,11.171260,25.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B525,Ventschow,2272,AMDA III / N,12-Nov-09,53.778422,11.559480,43.0,4,4,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B531,Baumgarten,312,AMDA III / N,01-Jun-07,53.814887,11.881812,52.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B544,Parum,1888,AMDA III / N,01-Feb-05,53.811926,12.114001,10.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B556,Teterow,5009,MODES III S,01-Jul-04,53.761044,12.557403,38.0,2,2,,2,2,2,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B565,Borrentin-Wolkwitz,1669,MODES III N,01-Nov-06,53.808033,12.960750,43.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B587,Rathebur,4080,AMDA III / N,01-Sep-05,53.740917,13.790639,10.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B629,Goldenbow,1495,AMDA III / N,01-Oct-04,53.538868,11.760670,52.0,2,,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B650,Sukow-Levitzow,15189,MODES III W,01-May-13,53.828116,12.593625,12.0,,,2,,,,ISMD71 AMDW,ISID71 AMDW,ISND71 AMDW,ISXD71 AMDW,ISAD71 AMDW,ISHD71 AMDW,ISGD71 AMDW
B670,Friedland,5854,MODES III N,01-Sep-05,53.655726,13.536919,22.0,4,4,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B687,Rothemühl,4282,AMDA III / N,01-Oct-04,53.595374,13.812065,23.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B710,Dodow,7078,AMDA III / N,01-Nov-04,53.503541,11.001354,34.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B728,Neustadt-Glewe-Friedrichsmoor,3564,MODES III N,01-Feb-05,53.457104,11.568696,35.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B747,Plau am See,3945,MODES III N,01-Mar-05,53.458476,12.241716,66.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B766,Groß Lukow,7077,AMDA III / N,01-Nov-04,53.525463,13.016071,54.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B818,Redefin,4101,AMDA III / N,01-Aug-04,53.346894,11.199183,16.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B853,Rechlin,6106,AMDA III / W,28-Nov-07,53.331116,12.714875,62.0,,,6,,,,ISMD71 AMDW,ISID71 AMDW,ISND71 AMDW,ISXD71 AMDW,ISAD71 AMDW,ISHD71 AMDW,ISGD71 AMDW
B898,Grambow-Schwennenz,6109,MODES III S,01-Sep-04,53.383690,14.372794,50.0,4,4,,4,4,4,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
B923,Grabow (Kläranlage Fahlenkamp),1717,MODES III N,01-Sep-05,53.265138,11.504213,28.0,3,,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B926,Malk Göhren,3146,AMDA III / N,01-Nov-04,53.214097,11.368558,31.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B951,Krümmel,3297,AMDA III / N,01-Jul-05,53.268105,12.722084,64.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
B995,Dewichow,3238,MODES III N,01-Jun-11,53.949655,13.974180,2.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
C720,Hamburg-Neuwiedenthal,1981,MODES III S,01-Mar-05,53.477658,9.895686,3.0,2,2,,2,,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E006,Borkum-Süderstraße,619,AMDA III / W,01-Apr-06,53.578793,6.670348,11.6,,,3,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
E008,Borkum-Flugplatz,7373,AMDA III / S,01-Mar-06,53.598388,6.702358,3.0,1,1,,1,1,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E025,Dornum,1030,AMDA III / N,01-Mar-05,53.645983,7.430158,1.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E031,Spiekeroog (SWN),6091,MODES III W,12-Nov-09,53.767413,7.672094,14.0,,,4,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
E043,Wangerland-Hooksiel,6157,AMDA III / S,01-Oct-07,53.641047,8.080849,8.0,1,1,,1,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E067,"Langen-Holßel, Kreis Cuxhaven",2844,MODES III N,01-Oct-07,53.695623,8.629108,13.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E078,"Steinau, Kr. Cuxhaven",4841,AMDA III / S,01-Jul-04,53.694589,8.873515,1.0,2,2,,2,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E082,Freiburg/Elbe,1451,AMDA III / S,01-Jun-04,53.827696,9.249276,2.0,2,2,,2,,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E087,Lamstedt,2822,AMDA III / N,01-Oct-04,53.636895,9.097852,25.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E091,Drochtersen,1056,MODES III N,01-Dec-05,53.711752,9.379085,1.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E095,Ruthenstrom,6108,MODES III W,24-Feb-06,53.719650,9.419156,7.0,,,2,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
E099,Mittelnkirchen-Hohenfelde,4857,MODES III S,01-Sep-04,53.553446,9.609701,1.0,3,3,,3,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E103,Norden-Leybuchtpolder,2763,AMDA III / N,01-Dec-05,53.503894,7.121735,1.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E145,Butjadingen-Inte,4803,MODES III N,01-Sep-09,53.492638,8.376849,1.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E158,Beverstedt,4920,MODES III N,18-Aug-09,53.425244,8.804026,3.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E188,Jork-Moorende,2465,MODES III N,01-Jul-02,53.508338,9.737635,1.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E200,Bockhorn-Grabstede,561,MODES III N,01-Oct-05,53.367048,7.967927,11.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E207,Dollart-Kanalpolder,1014,AMDA III / N,01-Mar-05,53.228884,7.219053,2.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E212,Moormerland-Neermoor,3342,AMDA III / N,01-Mar-05,53.311002,7.432865,0.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E229,Westerstede,5518,AMDA III / N,01-Oct-05,53.250384,7.934999,7.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E232,Ovelgönne,3853,AMDA III / N,01-Nov-04,53.381903,8.449286,2.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E234,Rastede,4078,AMDA III / N,01-Dec-05,53.242742,8.223653,16.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E235,Brake,642,AMDA III / W,27-Mar-08,53.351708,8.496926,1.0,,,3,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
E246,Schwanewede-Neuenkirchen,4594,AMDA III / N,01-Dec-05,53.233775,8.511537,1.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E254,Worpswede-Hüttenbusch,5014,AMDA III / S,01-Jul-04,53.275827,8.985687,7.0,2,2,,2,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E273,Rosengarten-Klecken,760,MODES III S,01-Dec-17,53.362898,9.943536,82.0,1,1,,1,,1,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E277,Königsmoor,2689,AMDA III / N,01-Nov-04,53.227933,9.652723,40.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E297,Bleckede-Walmsburg,542,MODES III N,01-Nov-04,53.240142,10.852162,12.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E298,Wendisch Evern,6093,MODES III S,01-May-04,53.213878,10.470375,62.0,3,3,,3,,3,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E335,Hude/Oldenburg,2355,AMDA III / N,01-Oct-05,53.122799,8.420460,4.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E342,Ottersberg-Otterstedt,3848,AMDA III / N,29-Apr-15,53.140297,9.151676,17.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E355,Rotenburg (Wümme),4275,AMDA III / S,01-Dec-04,53.128845,9.339751,32.0,1,,,1,1,1,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E364,Heeslingen-Wiersdorf,5767,AMDA III / N,01-Jan-06,53.298880,9.335166,27.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E374,Rehlingen-Ehlbeck,15512,MODES III N,16-Aug-16,53.085854,10.161069,65.5,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E387,Zernien,5762,MODES III N,01-Mar-09,53.070402,10.883125,83.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E402,Dörpen,6159,AMDA III / S,01-Dec-08,52.954182,7.319582,8.0,3,3,3,3,3,3,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
E426,Großenkneten,44,AMDA III / S,01-Apr-07,52.933597,8.237038,43.5,2,2,,2,2,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E438,Bassum,5822,AMDA III / S,26-Jun-06,52.863040,8.698827,40.0,1,1,,1,1,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E445,Schwarme,4600,AMDA III / N,01-Jul-05,52.908091,9.045263,12.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E451,Verden-Dauelsen,5209,AMDA III / N,01-Sep-04,52.958627,9.226861,21.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E475,Uelzen,5146,AMDA III / S,01-Jun-04,52.941435,10.528857,50.0,3,3,,3,3,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
